Name, Address, Failed inspection on, Alive for x years
POPEYES/GOLD COAST DOGS,159 N WABASH AVE ,2015-10-01T00:00:00.000,3
MEZCALINA,333 E BENTON PL ,2015-10-02T00:00:00.000,3
THE CROSS ROADS BAR & GRILL,1120-1124 W MADISON ST ,2015-10-02T00:00:00.000,5
THE BEER BISTRO,1061 W MADISON ST ,2015-10-08T00:00:00.000,3
TILTED KILT PUB & EATERY,17 N WABASH AVE ,2015-10-08T00:00:00.000,5
DUNKIN DONUTS BASKIN ROBBINS,500 W ROOSEVELT RD ,2015-10-08T00:00:00.000,5
ELEPHANT & CASTLE PUB & RESTAURANT,185 N WABASH AVE ,2015-10-09T00:00:00.000,3
VINTAGE LOUNGE,1447-1449 W TAYLOR ST ,2015-10-13T00:00:00.000,4
VINCENZO'S,1104 W MADISON ST ,2015-10-13T00:00:00.000,2
MEZE,205-209 N Peoria ST ,2015-10-14T00:00:00.000,-3
RANDOLPH TAVERN,188 W RANDOLPH ST ,2015-10-14T00:00:00.000,3
CHINA NIGHT CAFE,1140 W TAYLOR ST ,2015-10-15T00:00:00.000,5
DOSIRAK,1514 W TAYLOR ST ,2015-10-16T00:00:00.000,3
MARKET CREATIONS,233 S WACKER DR ,2015-10-16T00:00:00.000,5
GOODWIN'S,333 W WACKER DR ,2015-10-19T00:00:00.000,-1
JUBRANOS,1519 W TAYLOR ST ,2015-10-19T00:00:00.000,3
EDIBLE ARRANGEMENTS,1212 W TAYLOR ST ,2015-10-19T00:00:00.000,5
PEET'S COFFEE & TEA,1328 S HALSTED ST ,2015-10-19T00:00:00.000,3
SUSHI PINK,909 W WASHINGTON BLVD ,2015-10-20T00:00:00.000,3
JUPITER COFFEE,1139 W FULTON MARKET ,2015-10-20T00:00:00.000,3
JEWEL FOOD  STORE # 3345,1224 S WABASH AVE ,2015-10-21T00:00:00.000,5
AU BON PAIN,125 S WACKER DR ,2015-10-21T00:00:00.000,3
VERNON PARK TAP,1073 W VERNON PARK PL ,2015-10-21T00:00:00.000,3
GUS'S WORLD FAMOUS FRIED CHICKEN,847 W FULTON MARKET ,2015-10-22T00:00:00.000,4
GUS'S WORLD FAMOUS FRIED CHICKEN,847 W FULTON MARKET ,2015-10-22T00:00:00.000,4
SUSHI SAI,123 N WACKER DR ,2015-10-22T00:00:00.000,3
SUBWAY 28330,120 S STATE ST ,2015-10-22T00:00:00.000,5
NAF NAF GRILL,309 W WASHINGTON ST ,2015-10-23T00:00:00.000,3
GOOD STUFF EATERY,22 S WABASH AVE ,2015-10-23T00:00:00.000,4
MED KITCHEN,219 W WASHINGTON ST ,2015-10-23T00:00:00.000,4
HAIFA CAFE,19 N WELLS ST ,2015-10-26T00:00:00.000,-3
MACY'S,111 N STATE ST ,2015-10-26T00:00:00.000,5
POTBELLY SANDWICH WORKS,409 W WASHINGTON ST ,2015-10-26T00:00:00.000,4
PINK MONKEY / NEW YORK STRIP,750 S CLINTON ST ,2015-10-27T00:00:00.000,3
GIORDANO'S OF GREEKTOWN,815 W VAN BUREN ,2015-10-29T00:00:00.000,1
ARGO TEA,1 S FRANKLIN ST ,2015-10-29T00:00:00.000,5
MCDONALD'S RESTAURANTS,144 S WABASH AVE ,2015-10-29T00:00:00.000,3
BINNY'S,1132 S JEFFERSON ST ,2015-11-03T00:00:00.000,4
TRADITION,160 N FRANKLIN ST ,2015-11-04T00:00:00.000,3
THE ROOF CROP, LLC,1516 W CARROLL ST ,2015-11-06T00:00:00.000,4
NOODLES & COMPANY #673,1100 S CANAL ST ,2015-11-17T00:00:00.000,4
EXPRESS GRILL INC,1260 S UNION AVE ,2015-11-18T00:00:00.000,3
BAR LOUIE,1325 S HALSTED ST ,2015-11-19T00:00:00.000,4
BAR LOUIE,1325 S HALSTED ST ,2015-11-19T00:00:00.000,4
BAR LOUIE,1325 S HALSTED ST ,2015-11-19T00:00:00.000,4
GRANT PARK PACKING CO.,842 W LAKE ST ,2015-11-20T00:00:00.000,3
SUBWAY,201 N CLARK ST ,2015-11-23T00:00:00.000,5
MEDITERANEAN GRILL,201 N CLARK ST ,2015-11-23T00:00:00.000,1
POTBELLY SANDWICH WORKS LLC,55 W MONROE ST ,2015-12-01T00:00:00.000,4
MARIANO'S FRESH MARKET #8503,333 E BENTON PL ,2015-12-01T00:00:00.000,4
SUBWAY,1525 W MADISON ST ,2015-12-02T00:00:00.000,5
PEET'S COFFEE & TEA,1328 S HALSTED ST ,2015-12-03T00:00:00.000,3
BON APPETIT MANAGEMENT CO,111 S MICHIGAN AVE ,2015-12-04T00:00:00.000,3
THAI BOWL,1049 W TAYLOR ST ,2015-12-08T00:00:00.000,3
LOCKWOOD,17 E MONROE ST ,2015-12-11T00:00:00.000,5
Subway Sandwiches,808 W JACKSON BLVD ,2015-12-14T00:00:00.000,3
FALAFEL ISLAND,24 E ADAMS ST ,2015-12-15T00:00:00.000,5
LALO'S MEXICAN RESTAURANT,733 W MAXWELL ST ,2015-12-15T00:00:00.000,5
ROSATIS PIZZA,1339 S HALSTED ST ,2015-12-16T00:00:00.000,4
DUNKIN DONUTS,211 W ADAMS ST ,2015-12-18T00:00:00.000,5
DUNKIN DONUTS,1575 S MICHIGAN AVE ,2015-12-22T00:00:00.000,5
Porkchop,29 E ADAMS ST ,2016-01-05T00:00:00.000,3
SUBWAY,209 W JACKSON BLVD ,2016-01-05T00:00:00.000,4
DOMINO'S PIZZA,1234 S CANAL ST ,2016-01-07T00:00:00.000,-2
CHIPOTLE,1132 S CLINTON ST ,2016-01-07T00:00:00.000,3
TAMARIND,614 S WABASH AVE ,2016-01-08T00:00:00.000,2
POTBELLY SANDWICH WORKS LLC,175 W JACKSON BLVD ,2016-01-11T00:00:00.000,3
TAYLOR MADE PIZZA,1220 W TAYLOR ST ,2016-01-12T00:00:00.000,2
PAZZO'S CUCINA ITALIANA,23 E JACKSON BLVD BLDG ,2016-01-15T00:00:00.000,1
FLIRTY CUPCAKES,1030 W TAYLOR ST ,2016-01-15T00:00:00.000,2
THE GRILLROOM,33 W MONROE ST ,2016-01-19T00:00:00.000,4
ATINO'S PIZZA # 2 INC,570-572 W ROOSEVELT RD ,2016-01-19T00:00:00.000,2
SUBWAY,69 W WASHINGTON ST ,2016-01-22T00:00:00.000,4
FRESHII,200 W RANDOLPH ST BLDG ,2016-01-29T00:00:00.000,3
ALHAMBRA PALACE RESTAURANT,1240 W RANDOLPH ST ,2016-01-29T00:00:00.000,2
GRK GREEK KITCHEN,111 W MONROE ST ,2016-02-03T00:00:00.000,3
HALSTED STREET DELI,400 S LA SALLE ST ,2016-02-03T00:00:00.000,3
PROTEIN BAR,235 S FRANKLIN ST ,2016-02-04T00:00:00.000,4
POLK STREET CO.,548 W POLK ST ,2016-02-04T00:00:00.000,2
CHEZ JOEL,1119 W TAYLOR ST ,2016-02-04T00:00:00.000,2
DEMITASSE,1066 W TAYLOR ST ,2016-02-04T00:00:00.000,2
GYU-KAKU RESTAURANT,1364 W RANDOLPH ST ,2016-02-05T00:00:00.000,2
COUNTY BARBEQUE,1352 W TAYLOR ST ,2016-02-09T00:00:00.000,3
BUFFALO WILD WINGS,513 W TAYLOR ST ,2016-02-09T00:00:00.000,3
FRENCH ACCENT,233 S WACKER DR ,2016-02-16T00:00:00.000,0
CITY WINERY CHICAGO,1200-1212 W RANDOLPH ST ,2016-02-18T00:00:00.000,3
LATINICITY,108 N STATE ST ,2016-02-22T00:00:00.000,3
BIG G'S PIZZA,1132 W TAYLOR ST ,2016-02-23T00:00:00.000,2
CAFFE BACI,10 S RIVERSIDE PLZ ,2016-02-23T00:00:00.000,2
TAYLOR FOOD MART,1059 W TAYLOR ST ,2016-02-23T00:00:00.000,1
JOY YEE NOODLE,1335 S HALSTED ST ,2016-02-25T00:00:00.000,2
LOTUS CAFE & BANH MI SANDWICHES,719 W MAXWELL ST ,2016-02-25T00:00:00.000,2
RADISSON BLU AQUA,221 N COLUMBUS DR ,2016-02-26T00:00:00.000,3
DON FRESCO,520 W HARRISON ST ,2016-02-26T00:00:00.000,3
EPPLES RESTAURANT,554 W ROOSEVELT RD ,2016-03-02T00:00:00.000,2
ALONTI DELI,300 S RIVERSIDE PLZ ,2016-03-02T00:00:00.000,2
TOKYO LUNCH BOX AND SAKE BAR,300 S RIVERSIDE PLZ ,2016-03-02T00:00:00.000,2
BAR SIENA,832 W RANDOLPH ST ,2016-03-03T00:00:00.000,3
SPECIALTY'S CAFE & BAKERY,77 S DEARBORN ST ,2016-03-03T00:00:00.000,2
KRAMERS HEALTH FOODS,230 S WABASH AVE ,2016-03-03T00:00:00.000,2
THE FLORENTINE,151 W ADAMS ST ,2016-03-10T00:00:00.000,4
FRANCESCA'S ON TAYLOR,1400 W TAYLOR ST ,2016-03-10T00:00:00.000,2
EUREST DINING SERVICES,50 S LA SALLE ST ,2016-03-11T00:00:00.000,4
LA CUCHARA,1521-1523 W MADISON ST ,2016-03-11T00:00:00.000,3
DEPASADA RESTAURANT,1517 W TAYLOR ST ,2016-03-14T00:00:00.000,2
WALGREENS #16355,2 N STATE ST ,2016-03-15T00:00:00.000,2
PEPPERINO PIZZERIA,1501 W MADISON ST ,2016-03-16T00:00:00.000,1
CHICAGO DESIGN MUSEUM,108 N STATE ST FL ,2016-03-17T00:00:00.000,4
CBA,11 N WELLS ST ,2016-03-17T00:00:00.000,3
PIEROGI HEAVEN, INC.,169 N WELLS ST ,2016-03-17T00:00:00.000,2
LA LUCE,1393 W LAKE ST ,2016-03-17T00:00:00.000,0
REGENCY CATERERS,151 E WACKER DR ,2016-03-18T00:00:00.000,2
BISTRO 151/BAR AT 151,151 E WACKER DR ,2016-03-18T00:00:00.000,2
PANDA EXPRESS #591,209 W JACKSON BLVD ,2016-03-18T00:00:00.000,4
JERSEY MIKE'S SUBS,200 W MONROE ST ,2016-03-18T00:00:00.000,-1
HELLO TACOS! DE CERO,812-816 W RANDOLPH ST ,2016-03-18T00:00:00.000,2
LEONA'S PIZZERIA,1419 W TAYLOR ST ,2016-03-22T00:00:00.000,0
7-ELEVEN #32889B,48 N WELLS ST ,2016-03-24T00:00:00.000,4
POTBELLY SANDWICH WORKS LLC,55 E JACKSON BLVD ,2016-03-25T00:00:00.000,3
LITTLE GOAT DINER,818-822 W RANDOLPH ST ,2016-03-28T00:00:00.000,2
UNIVERSITY CLUB OF CHICAGO,76 E MONROE ST ,2016-03-28T00:00:00.000,4
ROSEBUD CAFE,1500 W TAYLOR ST ,2016-04-01T00:00:00.000,2
ALONTI DELI,401 S LA SALLE ST ,2016-04-05T00:00:00.000,2
SUSHI SAI,123 N WACKER DR ,2016-04-05T00:00:00.000,2
AMARIT RESTAURANT,600 S DEARBORN ST ,2016-04-06T00:00:00.000,3
GIRL & THE GOAT,809-813 W RANDOLPH ST ,2016-04-07T00:00:00.000,2
ALHAMBRA PALACE RESTAURANT,1240 W RANDOLPH ST ,2016-04-07T00:00:00.000,2
MARKET CREATIONS,233 S WACKER DR ,2016-04-08T00:00:00.000,4
SUBWAY #51581,29 W LAKE ST ,2016-04-11T00:00:00.000,2
KAISER TIGER,1415 W RANDOLPH ST ,2016-04-11T00:00:00.000,4
TAQUERIA LA LAGARTIJA,132 S ASHLAND AVE ,2016-04-11T00:00:00.000,2
THE DRUM & MONKEY,1435 W TAYLOR ST ,2016-04-12T00:00:00.000,4
FRESHII,111 W JACKSON BLVD ,2016-04-12T00:00:00.000,3
STARBUCKS COFFEE #2527,1001 W MADISON ST ,2016-04-14T00:00:00.000,3
THE WIT,201 N STATE ST ,2016-04-15T00:00:00.000,2
MONTESSORI ACADEMY OF CHICAGO I, LLC,1335 W RANDOLPH ST ,2016-04-19T00:00:00.000,2
POCKETS,1009 W MADISON ST ,2016-04-25T00:00:00.000,2
JIMMY JOHN'S,6 E MADISON ST ,2016-04-25T00:00:00.000,3
LLOYD'S CHICAGO RESTAURANT,1 S WACKER DR ,2016-04-25T00:00:00.000,2
COUSCOUS RESTARURANT,1445 W TAYLOR ST ,2016-04-26T00:00:00.000,2
POTBELLY SANDWICH WORKS LLC,1459 W TAYLOR ST ,2016-04-26T00:00:00.000,3
TAJ MAHAL,1512 W TAYLOR ST ,2016-04-29T00:00:00.000,3
PRET A MANGER,100 N LA SALLE ST ,2016-04-29T00:00:00.000,2
GIORDANO'S ON JACKSON,223-225 W JACKSON BLVD ,2016-05-03T00:00:00.000,4
BAR LOUIE,47 W POLK ST ,2016-05-05T00:00:00.000,3
BELLA! BACINO'S,75 E WACKER DR ,2016-05-09T00:00:00.000,2
PATIO RESTAURANT,1503 W TAYLOR ST ,2016-05-11T00:00:00.000,2
DOMINO'S PIZZA,1234 S CANAL ST ,2016-05-12T00:00:00.000,-2
TAPWORKS,820 W JACKSON BLVD ,2016-05-13T00:00:00.000,3
POMPEI BAKERY,1531 W TAYLOR ST ,2016-05-16T00:00:00.000,2
FFT CAFE,30 S WACKER ,2016-05-18T00:00:00.000,2
CORNER BAKERY CAFE,360 N MICHIGAN AVE ,2016-05-19T00:00:00.000,2
WAFFLES,1400 S MICHIGAN AVE ,2016-05-19T00:00:00.000,4
Subway Sandwiches,808 W JACKSON BLVD ,2016-05-20T00:00:00.000,2
ZEUS GYROS INC,806 W JACKSON BLVD ,2016-05-20T00:00:00.000,2
BON APPETIT MANAGEMENT CO,111 S MICHIGAN AVE ,2016-05-24T00:00:00.000,2
CAFFE BACI,225 W WACKER DR ,2016-05-24T00:00:00.000,2
SWEETWATER,225 N MICHIGAN AVE ,2016-05-27T00:00:00.000,2
TOKYO LUNCH BOXES & CATERING,179 W VAN BUREN ST ,2016-06-01T00:00:00.000,2
LA LUCE,1393 W LAKE ST ,2016-06-03T00:00:00.000,0
PANERA BREAD #1004,525 S STATE ST ,2016-06-09T00:00:00.000,3
LA SIRENA CLANDESTINA,954 W FULTON MARKET ,2016-06-09T00:00:00.000,2
BOTTOM LOUNGE,1375 W LAKE ST ,2016-06-10T00:00:00.000,4
CREPE BISTRO,186 N WELLS ST ,2016-06-10T00:00:00.000,2
PASTORAL,53 E LAKE ST ,2016-06-14T00:00:00.000,2
MAGO GRILL & CANTINA,1010 S DELANO WEST CT ,2016-06-14T00:00:00.000,3
MAGO GRILL & CANTINA,1010 S DELANO WEST CT ,2016-06-14T00:00:00.000,3
MODERN WING/TERZO PIANO,159 E MONROE DR ,2016-06-16T00:00:00.000,4
PEARL TAVERN,180 N WACKER DR ,2016-06-17T00:00:00.000,2
WYNDHAM GRAND CHICAGO RIVERFRONT,71 E WACKER DR ,2016-06-17T00:00:00.000,3
HARD ROCK HOTEL,224-230 N MICHIGAN AVE FL ,2016-06-20T00:00:00.000,2
HARD ROCK HOTEL,224-230 N MICHIGAN AVE FL ,2016-06-20T00:00:00.000,2
THE CROSS ROADS BAR & GRILL,1120-1124 W MADISON ST ,2016-06-21T00:00:00.000,4
WABASH TAP,1233 S WABASH AVE ,2016-06-22T00:00:00.000,2
AU CHEVAL,800 W RANDOLPH ST ,2016-06-23T00:00:00.000,4
TRADITION,160 N FRANKLIN ST ,2016-06-23T00:00:00.000,2
TUTTO ITALIANO,501 S WELLS ST ,2016-06-24T00:00:00.000,2
URBAN COUNTER,1221 S WABASH AVE FL ,2016-06-27T00:00:00.000,-1
WOLVERINE TRADING LLC,175 W JACKSON BLVD ,2016-06-29T00:00:00.000,4
MCDONALD'S RESTAURANTS,144 S WABASH AVE ,2016-06-29T00:00:00.000,2
SOPRAFFINA MARKETCAFFE,222 W ADAMS ST ,2016-06-30T00:00:00.000,2
EUREST DINING SERVICES,801 S CANAL ST ,2016-07-05T00:00:00.000,4
MCCORMICK & SCHMICK'S SEAFOOD RESTAURANT,1 E WACKER DR ,2016-07-05T00:00:00.000,3
HOTEL BURNHAM / ATWOOD CAFE,1 W WASHINGTON ST ,2016-07-07T00:00:00.000,2
ELEPHANT & CASTLE PUB & RESTAURANT,111 W ADAMS ST ,2016-07-12T00:00:00.000,2
EUREST DINING SERVICES,801 S CANAL ST ,2016-07-13T00:00:00.000,4
STARBUCKS COFFEE #225,40 W LAKE ST ,2016-07-14T00:00:00.000,3
HOTEL BURNHAM / ATWOOD CAFE,1 W WASHINGTON ST ,2016-07-14T00:00:00.000,2
POTBELLY SANDWICH SHOP,1018 S CANAL ST ,2016-07-15T00:00:00.000,3
GARRETT POPCORN SHOPS,151 N MICHIGAN AVE ,2016-07-18T00:00:00.000,-7
THE BEER BISTRO,1061 W MADISON ST ,2016-07-18T00:00:00.000,2
CELLARS MARKET,141 W JACKSON BLVD ,2016-07-18T00:00:00.000,4
CAFECITO,26 E CONGRESS PKWY ,2016-07-19T00:00:00.000,3
THE LITTLE GREEN TREEHOUSE,118-130 S ASHLAND AVE ,2016-07-19T00:00:00.000,2
POTBELLY SANDWICH WORKS,200 S MICHIGAN AVE ,2016-07-20T00:00:00.000,3
SUBWAY,300 E RANDOLPH ST ,2016-07-20T00:00:00.000,4
EUREST DINING SERVICES,801 S CANAL ST ,2016-07-22T00:00:00.000,4
POTBELLY SANDWICH WORKS # 100,209 S LA SALLE ST ,2016-07-22T00:00:00.000,3
VHC LOWER, LLC,203 N WABASH AVE ,2016-07-25T00:00:00.000,3
VIRGIN HOTELS CHICAGO LLC,203 N WABASH AVE ,2016-07-25T00:00:00.000,3
VHC LOWER, LLC,203 N WABASH AVE ,2016-07-25T00:00:00.000,3
VHC LOWER, LLC,203 N WABASH AVE ,2016-07-25T00:00:00.000,3
CERISE,203 N WABASH AVE ,2016-07-25T00:00:00.000,3
FRESHII,1166 W MADISON ST ,2016-07-25T00:00:00.000,3
GLAZED AND INFUSED,813 W FULTON MARKET ,2016-07-28T00:00:00.000,1
MOMOTARO,820 W LAKE ST ,2016-07-28T00:00:00.000,4
DOSIRAK,1514 W TAYLOR ST ,2016-07-28T00:00:00.000,2
PANDA EXPRESS,515 S STATE ST ,2016-07-28T00:00:00.000,-9
VIAGGIO,1330 W MADISON ST ,2016-07-29T00:00:00.000,2
SUSHI DOKKU,823 W RANDOLPH ST ,2016-08-02T00:00:00.000,3
STARBUCKS COFFEE #212,105 W ADAMS ST ,2016-08-03T00:00:00.000,3
CRUZ BLANCA AND LENA BRAVA,900-906 W RANDOLPH ST ,2016-08-03T00:00:00.000,4
GLAZED AND INFUSED,813 W FULTON MARKET ,2016-08-04T00:00:00.000,1
ALONTI DELI,401 S LA SALLE ST ,2016-08-04T00:00:00.000,2
PANERA BREAD #987,1101 S CANAL ST ,2016-08-08T00:00:00.000,3
11 DINING, LLC,801 S CANAL ST ,2016-08-09T00:00:00.000,2
EUREST DINING SERVICES,801 S CANAL ST ,2016-08-09T00:00:00.000,4
ELEPHANT & CASTLE PUB & RESTAURANT,185 N WABASH AVE ,2016-08-11T00:00:00.000,2
McDONALD'S,29 N WACKER DR ,2016-08-11T00:00:00.000,4
Porkchop,29 E ADAMS ST ,2016-08-12T00:00:00.000,3
CHILANGO,1437 W TAYLOR ST ,2016-08-15T00:00:00.000,2
EMERALD LOOP BAR & GRILL,216 N WABASH AVE ,2016-08-15T00:00:00.000,2
CITY WINERY CHICAGO,1200-1212 W RANDOLPH ST ,2016-08-15T00:00:00.000,3
PITA HEAVEN,1250 S MICHIGAN AVE ,2016-08-15T00:00:00.000,4
NATIVE FOODS CAFE,218 S CLARK ST ,2016-08-15T00:00:00.000,4
SUBWAY #44541,211 W ADAMS ST ,2016-08-17T00:00:00.000,2
CORNER BAKERY CAFE,224 S MICHIGAN AVE ,2016-08-18T00:00:00.000,2
TOPPERS PIZZA,2 E 8TH ST ,2016-08-18T00:00:00.000,0
TAMARIND,614 S WABASH AVE ,2016-08-18T00:00:00.000,2
SUBWAY,1212 S MICHIGAN AVE ,2016-08-19T00:00:00.000,4
DUNKIN DONUTS,223 W WASHINGTON ST ,2016-08-19T00:00:00.000,4
HUAMAO RESTAURANT INC.,1453 W TAYLOR ST ,2016-08-22T00:00:00.000,2
ARTIST'S CAFE,1150 S WABASH AVE ,2016-08-23T00:00:00.000,2
ARTIST'S CAFE,1150 S WABASH AVE ,2016-08-23T00:00:00.000,2
PANDA EXPRESS #591,209 W JACKSON BLVD ,2016-08-23T00:00:00.000,4
JAIPUR,847 W RANDOLPH ST ,2016-08-26T00:00:00.000,2
SUBWAY,1212 S MICHIGAN AVE ,2016-08-26T00:00:00.000,4
PALM RESTAURANT,323 E WACKER DR ,2016-08-29T00:00:00.000,2
NOODLES & COMPANY,1 S FRANKLIN ST ,2016-08-29T00:00:00.000,3
SUBWAY,209 W JACKSON BLVD ,2016-08-30T00:00:00.000,4
HOT WOKS COOL SUSHI,30 S MICHIGAN AVE ,2016-08-30T00:00:00.000,4
JIMMY JOHN'S-JACKSON,247 S STATE ST ,2016-08-30T00:00:00.000,2
BOAR'S HEAD CAFE,210 W LAKE ST ,2016-09-01T00:00:00.000,2
QUIZNOS,1332 S HALSTED ST ,2016-09-01T00:00:00.000,-11
SUBWAY,1300 S WABASH AVE ,2016-09-06T00:00:00.000,4
JERSEY MIKE'S SUBS,200 W MONROE ST ,2016-09-06T00:00:00.000,-1
HALSTED STREET DELI,400 S LA SALLE ST ,2016-09-09T00:00:00.000,3
POLK STREET CO.,548 W POLK ST ,2016-09-09T00:00:00.000,2
ROANOKE,135 W MADISON ST ,2016-09-13T00:00:00.000,3
UMAMI BURGER,945 W RANDOLPH ST ,2016-09-13T00:00:00.000,2
ROANOKE,135 W MADISON ST ,2016-09-13T00:00:00.000,3
ROANOKE,135 W MADISON ST ,2016-09-13T00:00:00.000,3
JIMMY JOHN'S,1133 W TAYLOR ST ,2016-09-13T00:00:00.000,3
UMAMI BURGER,945 W RANDOLPH ST ,2016-09-15T00:00:00.000,2
SAUCY PORKA,400 S FINANCIAL PL ,2016-09-15T00:00:00.000,3
BUFFALO WILD WINGS,513 W TAYLOR ST ,2016-09-16T00:00:00.000,3
2 TWENTY 2 TAVERN,222 S WABASH AVE ,2016-09-16T00:00:00.000,2
GREYHOUND LINES INC,630 W HARRISON ST ,2016-09-19T00:00:00.000,2
PANDA EXPRESS, INC #1102,29 E MADISON ST ,2016-09-20T00:00:00.000,4
UNIVERSITY VILLAGE MONTESSORI SCHOOL,1314-1316 S HALSTED ST ,2016-09-23T00:00:00.000,3
THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE ,2016-09-23T00:00:00.000,3
BIG G'S PIZZA,1132 W TAYLOR ST ,2016-09-26T00:00:00.000,2
MCDONALD'S #26364,233 W JACKSON BLVD ,2016-09-27T00:00:00.000,2
KIMURA SUSHI,1422 W Taylor ST ,2016-09-28T00:00:00.000,3
MONROE PAVILION HEALTH & TREATMENT CENTER,1400 W MONROE ST ,2016-09-29T00:00:00.000,2
TAYLOR FOOD MART,1059 W TAYLOR ST ,2016-09-29T00:00:00.000,1
FULTON MARKET KITCHEN,311 N SANGAMON ST ,2016-09-30T00:00:00.000,4
Capriotti's Sandwich Shop,180 N WABASH AVE ,2016-09-30T00:00:00.000,2
BIG G'S PIZZA,1132 W TAYLOR ST ,2016-10-04T00:00:00.000,2
7-ELEVEN,833 W VAN BUREN ST ,2016-10-05T00:00:00.000,4
THE PARK GRILL,11-35 N MICHIGAN AVE ,2016-10-05T00:00:00.000,4
HOT WOKS COOL SUSHI,300 W ADAMS ST ,2016-10-06T00:00:00.000,4
MORGAN STREET CAFE,111 S MORGAN ST ,2016-10-06T00:00:00.000,2
CITY WINERY CHICAGO,11 W RIVERWALK SOUTH ,2016-10-07T00:00:00.000,3
PEREZ MEXICAN FOOD,853-855 W RANDOLPH ST ,2016-10-11T00:00:00.000,2
THE GOODMAN THEATRE,170 N DEARBORN ST ,2016-10-11T00:00:00.000,2
FUN FUN CHINESE,901-905 W RANDOLPH ST ,2016-10-13T00:00:00.000,3
FUN FUN CHINESE,901-905 W RANDOLPH ST ,2016-10-13T00:00:00.000,3
FUN FUN CHINESE,901-905 W RANDOLPH ST ,2016-10-14T00:00:00.000,3
FUN FUN CHINESE,901-905 W RANDOLPH ST ,2016-10-14T00:00:00.000,3
COLUMBIA YACHT CLUB,111 N LAKE SHORE DR ,2016-10-14T00:00:00.000,2
THE MID-AMERICA CLUB,200 E RANDOLPH ST ,2016-10-14T00:00:00.000,2
OLYMPIC_MEAT PACKERS INC,810 W RANDOLPH ST ,2016-10-17T00:00:00.000,2
JIMMY JOHN'S,812 W VAN BUREN ST ,2016-10-17T00:00:00.000,3
MAX'S TAKE OUT,20 E ADAMS ST ,2016-10-20T00:00:00.000,4
VERNON PARK TAP,1073 W VERNON PARK PL ,2016-10-20T00:00:00.000,2
LATINICITY,108 N STATE ST ,2016-10-20T00:00:00.000,3
VERA,1023 W LAKE ST ,2016-10-21T00:00:00.000,2
FRESHII RESTAURANT,17 E MONROE ST ,2016-10-24T00:00:00.000,3
GLAZED AND INFUSED,813 W FULTON MARKET ,2016-10-25T00:00:00.000,1
CHICK-FIL-A STATE & LAKE,177 N State ST ,2016-10-25T00:00:00.000,1
COSI,230 W MONROE ST ,2016-10-27T00:00:00.000,2
Qdoba Mexican Eats #2621,100 N LA SALLE ST ,2016-10-27T00:00:00.000,4
AMARIT RESTAURANT,600 S DEARBORN ST ,2016-10-27T00:00:00.000,3
VERA,1023 W LAKE ST ,2016-10-28T00:00:00.000,2
WOKSTATION,39 N WELLS ST ,2016-10-28T00:00:00.000,1
Ciao! Cafe,939 W MADISON ST ,2016-10-28T00:00:00.000,2
LAI LAI RESTAURANT,330 S WELLS ST ,2016-10-31T00:00:00.000,2
JW MARRIOTT HOTEL CHICAGO,151 W ADAMS ST ,2016-10-31T00:00:00.000,3
TAQUERIA LA LAGARTIJA,132 S ASHLAND AVE ,2016-11-01T00:00:00.000,2
GIORDANO'S GREEKTOWN,815 W VAN BUREN ,2016-11-03T00:00:00.000,4
BURRITO BEACH,233 N MICHIGAN AVE ,2016-11-03T00:00:00.000,4
HAWKEYE'S BAR & GRILL INC,1458 W TAYLOR ST ,2016-11-03T00:00:00.000,2
GIORDANO'S GREEKTOWN,815 W VAN BUREN ,2016-11-04T00:00:00.000,4
CARMS SNACK SHOP,1057 W POLK ST ,2016-11-08T00:00:00.000,4
Jaks Tap,901 W JACKSON BLVD ,2016-11-09T00:00:00.000,2
SUBWAY,66 E WASHINGTON ST ,2016-11-10T00:00:00.000,4
TAPWORKS,820 W JACKSON BLVD ,2016-11-14T00:00:00.000,3
DON FRESCO,520 W HARRISON ST ,2016-11-14T00:00:00.000,3
EPPLES RESTAURANT,554 W ROOSEVELT RD ,2016-11-14T00:00:00.000,2
BROKEN ENGLISH TACO PUB,75 E LAKE ST ,2016-11-15T00:00:00.000,4
STARBUCKS COFFEE #289,10 S RIVERSIDE PLZ ,2016-11-16T00:00:00.000,3
Jaks Tap,901 W JACKSON BLVD ,2016-11-17T00:00:00.000,2
RIVERS,30 S WACKER DR ,2016-11-18T00:00:00.000,2
GIRL & THE GOAT,809-813 W RANDOLPH ST ,2016-11-21T00:00:00.000,2
TAPWORKS,820 W JACKSON BLVD ,2016-11-21T00:00:00.000,3
MACY'S,111 N STATE ST ,2016-11-29T00:00:00.000,4
AU BON PAIN,125 S WACKER DR ,2016-11-30T00:00:00.000,2
7 LIONS BAR AND CELLAR,130 S MICHIGAN AVE ,2016-12-01T00:00:00.000,3
THE DRUM & MONKEY,1435 W TAYLOR ST ,2016-12-02T00:00:00.000,4
POCKETS,309 W LAKE ST ,2016-12-05T00:00:00.000,2
POTBELLY SANDWICH WORKS,200 S MICHIGAN AVE ,2016-12-05T00:00:00.000,3
THIRD RAIL TAVERN,1133 W MADISON ST ,2016-12-05T00:00:00.000,2
CONTE DI SAVOIA INC,1438 W TAYLOR ST ,2016-12-06T00:00:00.000,2
KOHAN JAPANESE RESTAURANT,730-732 W MAXWELL ST ,2016-12-06T00:00:00.000,2
